Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2023 [YR2023]
Least developed countries: UN classification,LDC,"Population ages 0-14, male",SP.POP.0014.MA.IN,225528705,229228629
Least developed countries: UN classification,LDC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,23056856,23944472
Least developed countries: UN classification,LDC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,18858277,19578196
Lebanon,LBN,"Population ages 80 and above, female",SP.POP.80UP.FE,68100,69763
Lebanon,LBN,"Population ages 80 and above, male",SP.POP.80UP.MA,35473,36119
Lebanon,LBN,"Population, total",SP.POP.TOTL,5744489,5773493
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.003,77.817
Lebanon,LBN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.769,5.962
Lebanon,LBN,"Population ages 15-64, female",SP.POP.1564.FE.IN,1887544,1897962
Lebanon,LBN,"Population ages 15-64, male",SP.POP.1564.MA.IN,1748784,1765882
Lebanon,LBN,"Population ages 0-14, female",SP.POP.0014.FE.IN,760199,751164
Lebanon,LBN,"Population ages 0-14, male",SP.POP.0014.MA.IN,801462,791273
Lebanon,LBN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,305654,317765
Lebanon,LBN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,240847,249448
Lesotho,LSO,"Population ages 80 and above, female",SP.POP.80UP.FE,10748,10753
Lesotho,LSO,"Population ages 80 and above, male",SP.POP.80UP.MA,4810,4692
Lesotho,LSO,"Population, total",SP.POP.TOTL,2286110,2311472
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.812,57.375
Lesotho,LSO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.918,10.648
Lesotho,LSO,"Population ages 15-64, female",SP.POP.1564.FE.IN,715498,726981
Lesotho,LSO,"Population ages 15-64, male",SP.POP.1564.MA.IN,676978,688785
Lesotho,LSO,"Population ages 0-14, female",SP.POP.0014.FE.IN,401412,401441
Lesotho,LSO,"Population ages 0-14, male",SP.POP.0014.MA.IN,405510,405808
Lesotho,LSO,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,56218,57322
Lesotho,LSO,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,30494,31133
Liberia,LBR,"Population ages 80 and above, female",SP.POP.80UP.FE,10595,11010
Liberia,LBR,"Population ages 80 and above, male",SP.POP.80UP.MA,9267,9621
Liberia,LBR,"Population, total",SP.POP.TOTL,5373294,5493031
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.934,62.163
Liberia,LBR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.159,8.071
Liberia,LBR,"Population ages 15-64, female",SP.POP.1564.FE.IN,1524136,1569712
Liberia,LBR,"Population ages 15-64, male",SP.POP.1564.MA.IN,1499059,1546247
Liberia,LBR,"Population ages 0-14, female",SP.POP.0014.FE.IN,1074173,1084831
Liberia,LBR,"Population ages 0-14, male",SP.POP.0014.MA.IN,1101157,1112204
Liberia,LBR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,94172,97145
Liberia,LBR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,80597,82892
Libya,LBY,"Population ages 80 and above, female",SP.POP.80UP.FE,33720,34631
Libya,LBY,"Population ages 80 and above, male",SP.POP.80UP.MA,26308,27510
Libya,LBY,"Population, total",SP.POP.TOTL,7223805,7305659
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.462,69.339
Libya,LBY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.808,6.654
Libya,LBY,"Population ages 15-64, female",SP.POP.1564.FE.IN,2362199,2403798
Libya,LBY,"Population ages 15-64, male",SP.POP.1564.MA.IN,2459050,2502733
Libya,LBY,"Population ages 0-14, female",SP.POP.0014.FE.IN,1002198,994175
Libya,LBY,"Population ages 0-14, male",SP.POP.0014.MA.IN,1057324,1048574
Libya,LBY,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,185528,193045
Libya,LBY,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,157506,163335
Liechtenstein,LIE,"Population ages 80 and above, female",SP.POP.80UP.FE,1090,1152
Liechtenstein,LIE,"Population ages 80 and above, male",SP.POP.80UP.MA,692,754
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,39493,39846
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.12195122,84.84146341
Liechtenstein,LIE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.1,6.8
Liechtenstein,LIE,"Population ages 15-64, female",SP.POP.1564.FE.IN,13073,13076
Liechtenstein,LIE,"Population ages 15-64, male",SP.POP.1564.MA.IN,12979,13019
Liechtenstein,LIE,"Population ages 0-14, female",SP.POP.0014.FE.IN,2680,2696
Liechtenstein,LIE,"Population ages 0-14, male",SP.POP.0014.MA.IN,3009,3020
Liechtenstein,LIE,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,4133,4284
Liechtenstein,LIE,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,3618,3750
Lithuania,LTU,"Population ages 80 and above, female",SP.POP.80UP.FE,121534,121764
Lithuania,LTU,"Population ages 80 and above, male",SP.POP.80UP.MA,44396,44219
Lithuania,LTU,"Population, total",SP.POP.TOTL,2831639,2871585
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.64390244,76.98780488
Lithuania,LTU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.1,12.9
Lithuania,LTU,"Population ages 15-64, female",SP.POP.1564.FE.IN,919996,934343
Lithuania,LTU,"Population ages 15-64, male",SP.POP.1564.MA.IN,923125,939557
Lithuania,LTU,"Population ages 0-14, female",SP.POP.0014.FE.IN,207501,208245
Lithuania,LTU,"Population ages 0-14, male",SP.POP.0014.MA.IN,218632,219253
Lithuania,LTU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,371017,374948
Lithuania,LTU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,191368,195239
Low & middle income,LMY,"Population ages 80 and above, female",SP.POP.80UP.FE,51316707,52677555
Low & middle income,LMY,"Population ages 80 and above, male",SP.POP.80UP.MA,32601205,33427678
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6437946207,6498875200
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.68492312,71.9736126
Low & middle income,LMY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.176566533,7.149418189
Low & middle income,LMY,"Population ages 15-64, female",SP.POP.1564.FE.IN,2065218122,2087628838
Low & middle income,LMY,"Population ages 15-64, male",SP.POP.1564.MA.IN,2122161047,2145860550
Low & middle income,LMY,"Population ages 0-14, female",SP.POP.0014.FE.IN,844307647,842553382
Low & middle income,LMY,"Population ages 0-14, male",SP.POP.0014.MA.IN,898007117,895114404
Low & middle income,LMY,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,279825987,290570378
Low & middle income,LMY,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,228426295,237147655
Low income,LIC,"Population ages 80 and above, female",SP.POP.80UP.FE,1570430,1622824
Low income,LIC,"Population ages 80 and above, male",SP.POP.80UP.MA,941438,980161
Low income,LIC,"Population, total",SP.POP.TOTL,591481496,607774703
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.45831028,64.51789579
Low income,LIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.999333107,7.292251605
Low income,LIC,"Population ages 15-64, female",SP.POP.1564.FE.IN,162946570,168232827
Low income,LIC,"Population ages 15-64, male",SP.POP.1564.MA.IN,159853969,165134534
Low income,LIC,"Population ages 0-14, female",SP.POP.0014.FE.IN,123449853,125907942
Low income,LIC,"Population ages 0-14, male",SP.POP.0014.MA.IN,126211909,128748166
Low income,LIC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,10708384,11113486
Low income,LIC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,8310820,8637750
Lower middle income,LMC,"Population ages 80 and above, female",SP.POP.80UP.FE,14764147,15279013
Lower middle income,LMC,"Population ages 80 and above, male",SP.POP.80UP.MA,10092820,10495343
Lower middle income,LMC,"Population, total",SP.POP.TOTL,3043358377,3082002881
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.30109468,69.59637466
Lower middle income,LMC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.891077848,6.868441915
Lower middle income,LMC,"Population ages 15-64, female",SP.POP.1564.FE.IN,958850889,974252996
Lower middle income,LMC,"Population ages 15-64, male",SP.POP.1564.MA.IN,991045068,1006479697
Lower middle income,LMC,"Population ages 0-14, female",SP.POP.0014.FE.IN,447400904,447842119
Lower middle income,LMC,"Population ages 0-14, male",SP.POP.0014.MA.IN,474093858,474242650
Lower middle income,LMC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,92767896,96576999
Lower middle income,LMC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,79199763,82608417
Luxembourg,LUX,"Population ages 80 and above, female",SP.POP.80UP.FE,16069,16385
Luxembourg,LUX,"Population ages 80 and above, male",SP.POP.80UP.MA,9831,10214
Luxembourg,LUX,"Population, total",SP.POP.TOTL,653103,666430
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.94634146,83.35853659
Luxembourg,LUX,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.8,6.6
Luxembourg,LUX,"Population ages 15-64, female",SP.POP.1564.FE.IN,220786,224883
Luxembourg,LUX,"Population ages 15-64, male",SP.POP.1564.MA.IN,231676,235446
Luxembourg,LUX,"Population ages 0-14, female",SP.POP.0014.FE.IN,50715,51550
Luxembourg,LUX,"Population ages 0-14, male",SP.POP.0014.MA.IN,52990,53879
Luxembourg,LUX,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,52820,54650
Luxembourg,LUX,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,44116,46023
"Macao SAR, China",MAC,"Population ages 80 and above, female",SP.POP.80UP.FE,7729,7387
"Macao SAR, China",MAC,"Population ages 80 and above, male",SP.POP.80UP.MA,5177,5217
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,677300,678800
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.0804878,83.1804878
"Macao SAR, China",MAC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.4,4.4
"Macao SAR, China",MAC,"Population ages 15-64, female",SP.POP.1564.FE.IN,271957,271441
"Macao SAR, China",MAC,"Population ages 15-64, male",SP.POP.1564.MA.IN,222352,220187
"Macao SAR, China",MAC,"Population ages 0-14, female",SP.POP.0014.FE.IN,47289,46681
"Macao SAR, China",MAC,"Population ages 0-14, male",SP.POP.0014.MA.IN,49400,48992
"Macao SAR, China",MAC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,44799,47559
"Macao SAR, China",MAC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,41503,43940
Madagascar,MDG,"Population ages 80 and above, female",SP.POP.80UP.FE,64504,66161
Madagascar,MDG,"Population ages 80 and above, male",SP.POP.80UP.MA,48394,49200
Madagascar,MDG,"Population, total",SP.POP.TOTL,30437261,31195932
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.068,63.632
Madagascar,MDG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.728,7.528
Madagascar,MDG,"Population ages 15-64, female",SP.POP.1564.FE.IN,8648696,8899976
Madagascar,MDG,"Population ages 15-64, male",SP.POP.1564.MA.IN,8659830,8910625
Madagascar,MDG,"Population ages 0-14, female",SP.POP.0014.FE.IN,5988553,6091767
Madagascar,MDG,"Population ages 0-14, male",SP.POP.0014.MA.IN,6145606,6253129
Madagascar,MDG,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,533109,557260
Madagascar,MDG,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,461467,483175
Malawi,MWI,"Population ages 80 and above, female",SP.POP.80UP.FE,62331,63532
Malawi,MWI,"Population ages 80 and above, male",SP.POP.80UP.MA,32572,32971
Malawi,MWI,"Population, total",SP.POP.TOTL,20568728,21104482
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.037,67.353
Malawi,MWI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.803,5.363
Malawi,MWI,"Population ages 15-64, female",SP.POP.1564.FE.IN,5904759,6125830
Malawi,MWI,"Population ages 15-64, male",SP.POP.1564.MA.IN,5501290,5711959
Malawi,MWI,"Population ages 0-14, female",SP.POP.0014.FE.IN,4317088,4361761
Malawi,MWI,"Population ages 0-14, male",SP.POP.0014.MA.IN,4308085,4357784
Malawi,MWI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,315905,321795
Malawi,MWI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,221601,225353
Malaysia,MYS,"Population ages 80 and above, female",SP.POP.80UP.FE,216485,227149
Malaysia,MYS,"Population ages 80 and above, male",SP.POP.80UP.MA,170637,179168
Malaysia,MYS,"Population, total",SP.POP.TOTL,34695493,35126298
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.444,76.657
Malaysia,MYS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.547,5.158
Malaysia,MYS,"Population ages 15-64, female",SP.POP.1564.FE.IN,11369965,11571862
Malaysia,MYS,"Population ages 15-64, male",SP.POP.1564.MA.IN,12910180,13108169
Malaysia,MYS,"Population ages 0-14, female",SP.POP.0014.FE.IN,3828469,3785820
Malaysia,MYS,"Population ages 0-14, male",SP.POP.0014.MA.IN,4093786,4043127
Malaysia,MYS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1292580,1358548
Malaysia,MYS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1200512,1258773
Maldives,MDV,"Population ages 80 and above, female",SP.POP.80UP.FE,1927,2031
Maldives,MDV,"Population ages 80 and above, male",SP.POP.80UP.MA,1995,2076
Maldives,MDV,"Population, total",SP.POP.TOTL,524106,525994
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.76,81.041
Maldives,MDV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.329,2.338
Maldives,MDV,"Population ages 15-64, female",SP.POP.1564.FE.IN,138106,139312
Maldives,MDV,"Population ages 15-64, male",SP.POP.1564.MA.IN,257783,258371
Maldives,MDV,"Population ages 0-14, female",SP.POP.0014.FE.IN,49726,49226
Maldives,MDV,"Population ages 0-14, male",SP.POP.0014.MA.IN,57099,56230
Maldives,MDV,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,10088,10838
Maldives,MDV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,11303,12017
Mali,MLI,"Population ages 80 and above, female",SP.POP.80UP.FE,32879,34494
Mali,MLI,"Population ages 80 and above, male",SP.POP.80UP.MA,24682,25657
Mali,MLI,"Population, total",SP.POP.TOTL,23072640,23769127
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.035,60.439
Mali,MLI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.859,8.627
Mali,MLI,"Population ages 15-64, female",SP.POP.1564.FE.IN,5791306,6004274
Mali,MLI,"Population ages 15-64, male",SP.POP.1564.MA.IN,5935067,6149947
Mali,MLI,"Population ages 0-14, female",SP.POP.0014.FE.IN,5333107,5460181
Mali,MLI,"Population ages 0-14, male",SP.POP.0014.MA.IN,5453369,5583003
Mali,MLI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,303640,310005
Mali,MLI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,256151,261717
Malta,MLT,"Population ages 80 and above, female",SP.POP.80UP.FE,14059,15130
Malta,MLT,"Population ages 80 and above, male",SP.POP.80UP.MA,8729,9392
Malta,MLT,"Population, total",SP.POP.TOTL,531113,552747
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.44878049,83.50731707
Malta,MLT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8,7.3
Malta,MLT,"Population ages 15-64, female",SP.POP.1564.FE.IN,166418,171901
Malta,MLT,"Population ages 15-64, male",SP.POP.1564.MA.IN,192105,198705
Malta,MLT,"Population ages 0-14, female",SP.POP.0014.FE.IN,33822,35068
Malta,MLT,"Population ages 0-14, male",SP.POP.0014.MA.IN,36345,37628
Malta,MLT,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,55165,58940
Malta,MLT,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,47256,50504
Marshall Islands,MHL,"Population ages 80 and above, female",SP.POP.80UP.FE,79,78
Marshall Islands,MHL,"Population ages 80 and above, male",SP.POP.80UP.MA,45,42
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,40077,38827
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.725,66.945
Marshall Islands,MHL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.862,6.968
Marshall Islands,MHL,"Population ages 15-64, female",SP.POP.1564.FE.IN,12015,11547
Marshall Islands,MHL,"Population ages 15-64, male",SP.POP.1564.MA.IN,12540,12103
Marshall Islands,MHL,"Population ages 0-14, female",SP.POP.0014.FE.IN,6705,6522
Marshall Islands,MHL,"Population ages 0-14, male",SP.POP.0014.MA.IN,7169,6953
Marshall Islands,MHL,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,819,855
Marshall Islands,MHL,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,829,847
Mauritania,MRT,"Population ages 80 and above, female",SP.POP.80UP.FE,12408,12604
Mauritania,MRT,"Population ages 80 and above, male",SP.POP.80UP.MA,9506,9533
Mauritania,MRT,"Population, total",SP.POP.TOTL,4875637,5022441
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.281,68.484
Mauritania,MRT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.627,5.52
Mauritania,MRT,"Population ages 15-64, female",SP.POP.1564.FE.IN,1358905,1405705
Mauritania,MRT,"Population ages 15-64, male",SP.POP.1564.MA.IN,1246595,1293787
Mauritania,MRT,"Population ages 0-14, female",SP.POP.0014.FE.IN,1044210,1067393
Mauritania,MRT,"Population ages 0-14, male",SP.POP.0014.MA.IN,1069492,1094069
Mauritania,MRT,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,84248,87377
Mauritania,MRT,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,72187,74110
Mauritius,MUS,"Population ages 80 and above, female",SP.POP.80UP.FE,15307,15559
Mauritius,MUS,"Population ages 80 and above, male",SP.POP.80UP.MA,9936,10171
Mauritius,MUS,"Population, total",SP.POP.TOTL,1262523,1248647
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.51463415,73.41219512
Mauritius,MUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.2,9.4
Mauritius,MUS,"Population ages 15-64, female",SP.POP.1564.FE.IN,445602,440473
Mauritius,MUS,"Population ages 15-64, male",SP.POP.1564.MA.IN,465039,457730
Mauritius,MUS,"Population ages 0-14, female",SP.POP.0014.FE.IN,99236,95752
Mauritius,MUS,"Population ages 0-14, male",SP.POP.0014.MA.IN,96146,93096
Mauritius,MUS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,85499,88309
Mauritius,MUS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,71001,73286
Mexico,MEX,"Population ages 80 and above, female",SP.POP.80UP.FE,1064651,1108201
Mexico,MEX,"Population ages 80 and above, male",SP.POP.80UP.MA,829214,862748
Mexico,MEX,"Population, total",SP.POP.TOTL,128613117,129739759
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.973,75.069
Mexico,MEX,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.521,6.161
Mexico,MEX,"Population ages 15-64, female",SP.POP.1564.FE.IN,44718784,45203197
Mexico,MEX,"Population ages 15-64, male",SP.POP.1564.MA.IN,41379221,41846190
Mexico,MEX,"Population ages 0-14, female",SP.POP.0014.FE.IN,15993300,15881579
Mexico,MEX,"Population ages 0-14, male",SP.POP.0014.MA.IN,16560379,16446938
Mexico,MEX,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,5499311,5728851
Mexico,MEX,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,4462121,4633004
"Micronesia, Fed. Sts.",FSM,"Population ages 80 and above, female",SP.POP.80UP.FE,408,428
"Micronesia, Fed. Sts.",FSM,"Population ages 80 and above, male",SP.POP.80UP.MA,163,168
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,112114,112630
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.961,67.198
"Micronesia, Fed. Sts.",FSM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.613,7.64
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, female",SP.POP.1564.FE.IN,35188,35341
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, male",SP.POP.1564.MA.IN,34504,34647
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, female",SP.POP.0014.FE.IN,17609,17560
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, male",SP.POP.0014.MA.IN,18625,18627
"Micronesia, Fed. Sts.",FSM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,3578,3754
"Micronesia, Fed. Sts.",FSM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2610,2701
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population ages 80 and above, female",SP.POP.80UP.FE,2977619,3102375
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population ages 80 and above, male",SP.POP.80UP.MA,2071350,2155188
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population, total",SP.POP.TOTL,782349366,797801454
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.69183197,72.08394124
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.358117381,5.282889119
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population ages 15-64, female",SP.POP.1564.FE.IN,233826896,239554898
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population ages 15-64, male",SP.POP.1564.MA.IN,253402155,259386549
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population ages 0-14, female",SP.POP.0014.FE.IN,125663341,126686683
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population ages 0-14, male",SP.POP.0014.MA.IN,131772457,132792876
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,20245939,21160097
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,17438580,18220354
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population ages 80 and above, female",SP.POP.80UP.FE,2689213,2801565
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population ages 80 and above, male",SP.POP.80UP.MA,1855191,1928021
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population, total",SP.POP.TOTL,716508657,729077445
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.00553154,71.27588499
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.607323509,5.552239061
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population ages 15-64, female",SP.POP.1564.FE.IN,216338285,221167129
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population ages 15-64, male",SP.POP.1564.MA.IN,222840325,227393129
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population ages 0-14, female",SP.POP.0014.FE.IN,118250340,119095959
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population ages 0-14, male",SP.POP.0014.MA.IN,124050292,124877836
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,18904915,19737519
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,16124502,16805876
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population ages 80 and above, female",SP.POP.80UP.FE,2672587,2783818
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population ages 80 and above, male",SP.POP.80UP.MA,1844868,1917069
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population, total",SP.POP.TOTL,711465045,723911670
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.96543255,71.31945609
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.62586367,5.540495044
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population ages 15-64, female",SP.POP.1564.FE.IN,214863174,219648905
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population ages 15-64, male",SP.POP.1564.MA.IN,221409950,225924125
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population ages 0-14, female",SP.POP.0014.FE.IN,117291001,118122956
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population ages 0-14, male",SP.POP.0014.MA.IN,123058260,123868719
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,18803424,19630301
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,16039238,16716666
Middle income,MIC,"Population ages 80 and above, female",SP.POP.80UP.FE,49746277,51054731
Middle income,MIC,"Population ages 80 and above, male",SP.POP.80UP.MA,31659767,32447517
Middle income,MIC,"Population, total",SP.POP.TOTL,5846464711,5891100497
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.51720203,72.74280607
Middle income,MIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.093327989,7.134682311
Middle income,MIC,"Population ages 15-64, female",SP.POP.1564.FE.IN,1902271552,1919396011
Middle income,MIC,"Population ages 15-64, male",SP.POP.1564.MA.IN,1962307078,1980726016
Middle income,MIC,"Population ages 0-14, female",SP.POP.0014.FE.IN,720857794,716645440
Middle income,MIC,"Population ages 0-14, male",SP.POP.0014.MA.IN,771795208,766366238
Middle income,MIC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,269117603,279456892
Middle income,MIC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,220115475,228509905
Moldova,MDA,"Population ages 80 and above, female",SP.POP.80UP.FE,49444,48317
Moldova,MDA,"Population ages 80 and above, male",SP.POP.80UP.MA,15549,14895
Moldova,MDA,"Population, total",SP.POP.TOTL,2528654,2457783
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.546,71.198
