Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2023 [YR2023]
Cote d'Ivoire,CIV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,383316,397915
Croatia,HRV,"Population ages 80 and above, female",SP.POP.80UP.FE,151443,152287
Croatia,HRV,"Population ages 80 and above, male",SP.POP.80UP.MA,70064,70819
Croatia,HRV,"Population, total",SP.POP.TOTL,3855641,3859686
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.57560976,78.47317073
Croatia,HRV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.8,13.3
Croatia,HRV,"Population ages 15-64, female",SP.POP.1564.FE.IN,1215372,1212629
Croatia,HRV,"Population ages 15-64, male",SP.POP.1564.MA.IN,1221948,1220752
Croatia,HRV,"Population ages 0-14, female",SP.POP.0014.FE.IN,267702,264896
Croatia,HRV,"Population ages 0-14, male",SP.POP.0014.MA.IN,283690,280808
Croatia,HRV,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,514134,520986
Croatia,HRV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,352795,359615
Cuba,CUB,"Population ages 80 and above, female",SP.POP.80UP.FE,244959,254935
Cuba,CUB,"Population ages 80 and above, male",SP.POP.80UP.MA,173620,179845
Cuba,CUB,"Population, total",SP.POP.TOTL,11059820,11019931
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.629,78.085
Cuba,CUB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.286,10.147
Cuba,CUB,"Population ages 15-64, female",SP.POP.1564.FE.IN,3786647,3763054
Cuba,CUB,"Population ages 15-64, male",SP.POP.1564.MA.IN,3783481,3762511
Cuba,CUB,"Population ages 0-14, female",SP.POP.0014.FE.IN,839908,827611
Cuba,CUB,"Population ages 0-14, male",SP.POP.0014.MA.IN,893940,882018
Cuba,CUB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,971919,990325
Cuba,CUB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,783924,794411
Curacao,CUW,"Population ages 80 and above, female",SP.POP.80UP.FE,3002,3190
Curacao,CUW,"Population ages 80 and above, male",SP.POP.80UP.MA,1230,1287
Curacao,CUW,"Population, total",SP.POP.TOTL,153321,154654
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.729,76.8
Curacao,CUW,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.4,9.7
Curacao,CUW,"Population ages 15-64, female",SP.POP.1564.FE.IN,53685,53862
Curacao,CUW,"Population ages 15-64, male",SP.POP.1564.MA.IN,51521,52038
Curacao,CUW,"Population ages 0-14, female",SP.POP.0014.FE.IN,11733,11567
Curacao,CUW,"Population ages 0-14, male",SP.POP.0014.MA.IN,12166,12006
Curacao,CUW,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,14991,15664
Curacao,CUW,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,9225,9517
Cyprus,CYP,"Population ages 80 and above, female",SP.POP.80UP.FE,26419,27091
Cyprus,CYP,"Population ages 80 and above, male",SP.POP.80UP.MA,17436,17939
Cyprus,CYP,"Population, total",SP.POP.TOTL,1331370,1344976
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.434,81.648
Cyprus,CYP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.693,7.063
Cyprus,CYP,"Population ages 15-64, female",SP.POP.1564.FE.IN,455785,458754
Cyprus,CYP,"Population ages 15-64, male",SP.POP.1564.MA.IN,474693,477656
Cyprus,CYP,"Population ages 0-14, female",SP.POP.0014.FE.IN,103482,104693
Cyprus,CYP,"Population ages 0-14, male",SP.POP.0014.MA.IN,109980,111229
Cyprus,CYP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,101278,103927
Cyprus,CYP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,86152,88717
Czechia,CZE,"Population ages 80 and above, female",SP.POP.80UP.FE,303970,318219
Czechia,CZE,"Population ages 80 and above, male",SP.POP.80UP.MA,157430,167271
Czechia,CZE,"Population, total",SP.POP.TOTL,10672118,10864042
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.92926829,79.87804878
Czechia,CZE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.3,10.4
Czechia,CZE,"Population ages 15-64, female",SP.POP.1564.FE.IN,3313089,3386746
Czechia,CZE,"Population ages 15-64, male",SP.POP.1564.MA.IN,3467333,3542390
Czechia,CZE,"Population ages 0-14, female",SP.POP.0014.FE.IN,830874,831314
Czechia,CZE,"Population ages 0-14, male",SP.POP.0014.MA.IN,871084,871477
Czechia,CZE,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1266612,1288992
Czechia,CZE,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,923126,943123
Denmark,DNK,"Population ages 80 and above, female",SP.POP.80UP.FE,176608,184389
Denmark,DNK,"Population ages 80 and above, male",SP.POP.80UP.MA,121291,128194
Denmark,DNK,"Population, total",SP.POP.TOTL,5903037,5946952
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.30487805,81.85365854
Denmark,DNK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.1,9.8
Denmark,DNK,"Population ages 15-64, female",SP.POP.1564.FE.IN,1857803,1871995
Denmark,DNK,"Population ages 15-64, male",SP.POP.1564.MA.IN,1894342,1906274
Denmark,DNK,"Population ages 0-14, female",SP.POP.0014.FE.IN,460656,459187
Denmark,DNK,"Population ages 0-14, male",SP.POP.0014.MA.IN,485972,484413
Denmark,DNK,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,648668,659813
Denmark,DNK,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,555595,565270
Djibouti,DJI,"Population ages 80 and above, female",SP.POP.80UP.FE,3997,4209
Djibouti,DJI,"Population ages 80 and above, male",SP.POP.80UP.MA,2733,2875
Djibouti,DJI,"Population, total",SP.POP.TOTL,1137096,1152944
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.54,65.987
Djibouti,DJI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.544,7.456
Djibouti,DJI,"Population ages 15-64, female",SP.POP.1564.FE.IN,375434,382650
Djibouti,DJI,"Population ages 15-64, male",SP.POP.1564.MA.IN,367650,374714
Djibouti,DJI,"Population ages 0-14, female",SP.POP.0014.FE.IN,168722,168503
Djibouti,DJI,"Population ages 0-14, male",SP.POP.0014.MA.IN,172673,172475
Djibouti,DJI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,29083,30189
Djibouti,DJI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,23535,24412
Dominica,DMA,"Population ages 80 and above, female",SP.POP.80UP.FE,1135,1088
Dominica,DMA,"Population ages 80 and above, male",SP.POP.80UP.MA,715,686
Dominica,DMA,"Population, total",SP.POP.TOTL,66826,66510
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.081,71.132
Dominica,DMA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.908,12.763
Dominica,DMA,"Population ages 15-64, female",SP.POP.1564.FE.IN,22759,22733
Dominica,DMA,"Population ages 15-64, male",SP.POP.1564.MA.IN,23432,23256
Dominica,DMA,"Population ages 0-14, female",SP.POP.0014.FE.IN,6141,6025
Dominica,DMA,"Population ages 0-14, male",SP.POP.0014.MA.IN,6083,6020
Dominica,DMA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,4427,4454
Dominica,DMA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,3983,4022
Dominican Republic,DOM,"Population ages 80 and above, female",SP.POP.80UP.FE,95518,97566
Dominican Republic,DOM,"Population ages 80 and above, male",SP.POP.80UP.MA,51674,52536
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,11230734,11331265
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.211,73.72
Dominican Republic,DOM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.899,6.25
Dominican Republic,DOM,"Population ages 15-64, female",SP.POP.1564.FE.IN,3685151,3716148
Dominican Republic,DOM,"Population ages 15-64, male",SP.POP.1564.MA.IN,3673328,3706413
Dominican Republic,DOM,"Population ages 0-14, female",SP.POP.0014.FE.IN,1497145,1495305
Dominican Republic,DOM,"Population ages 0-14, male",SP.POP.0014.MA.IN,1556711,1554392
Dominican Republic,DOM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,462224,485279
Dominican Republic,DOM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,356175,373729
Early-demographic dividend,EAR,"Population ages 80 and above, female",SP.POP.80UP.FE,19842880,20544965
Early-demographic dividend,EAR,"Population ages 80 and above, male",SP.POP.80UP.MA,13399396,13915628
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3470644834,3511607650
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.43045525,71.79624498
Early-demographic dividend,EAR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.4439826,6.398930196
Early-demographic dividend,EAR,"Population ages 15-64, female",SP.POP.1564.FE.IN,1119829062,1136492601
Early-demographic dividend,EAR,"Population ages 15-64, male",SP.POP.1564.MA.IN,1159811058,1176804147
Early-demographic dividend,EAR,"Population ages 0-14, female",SP.POP.0014.FE.IN,472249468,471575810
Early-demographic dividend,EAR,"Population ages 0-14, male",SP.POP.0014.MA.IN,501743123,500732200
Early-demographic dividend,EAR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,117689031,122438014
Early-demographic dividend,EAR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,99323093,103564887
East Asia & Pacific,EAS,"Population ages 80 and above, female",SP.POP.80UP.FE,37345858,38374745
East Asia & Pacific,EAS,"Population ages 80 and above, male",SP.POP.80UP.MA,22882244,23424911
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2379617118,2384441485
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.67671671,76.65941773
East Asia & Pacific,EAS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.675595227,7.92585333
East Asia & Pacific,EAS,"Population ages 15-64, female",SP.POP.1564.FE.IN,793775833,795016810
East Asia & Pacific,EAS,"Population ages 15-64, male",SP.POP.1564.MA.IN,827739927,830084935
East Asia & Pacific,EAS,"Population ages 0-14, female",SP.POP.0014.FE.IN,214600721,210201882
East Asia & Pacific,EAS,"Population ages 0-14, male",SP.POP.0014.MA.IN,236915321,231661852
East Asia & Pacific,EAS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,169830595,176036988
East Asia & Pacific,EAS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,136754728,141439026
East Asia & Pacific (excluding high income),EAP,"Population ages 80 and above, female",SP.POP.80UP.FE,26376137,27076923
East Asia & Pacific (excluding high income),EAP,"Population ages 80 and above, male",SP.POP.80UP.MA,16335618,16638214
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2133560408,2137527754
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.93254094,75.88068309
East Asia & Pacific (excluding high income),EAP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.372208694,7.691404602
East Asia & Pacific (excluding high income),EAP,"Population ages 15-64, female",SP.POP.1564.FE.IN,715912040,717051085
East Asia & Pacific (excluding high income),EAP,"Population ages 15-64, male",SP.POP.1564.MA.IN,748274133,750460569
East Asia & Pacific (excluding high income),EAP,"Population ages 0-14, female",SP.POP.0014.FE.IN,199476659,195316126
East Asia & Pacific (excluding high income),EAP,"Population ages 0-14, male",SP.POP.0014.MA.IN,220918952,215926520
East Asia & Pacific (excluding high income),EAP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,137783238,143397434
East Asia & Pacific (excluding high income),EAP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,111195389,115376023
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 80 and above, female",SP.POP.80UP.FE,25950688,26638242
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 80 and above, male",SP.POP.80UP.MA,16149616,16440965
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2107261123,2111139152
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.96103475,75.90856436
East Asia & Pacific (IDA & IBRD countries),TEA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.34585861,7.666500789
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 15-64, female",SP.POP.1564.FE.IN,706831044,707994289
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 15-64, male",SP.POP.1564.MA.IN,739106918,741310779
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 0-14, female",SP.POP.0014.FE.IN,197041520,192878501
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 0-14, male",SP.POP.0014.MA.IN,218353201,213357627
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,135986939,141545655
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,109941500,114052302
Ecuador,ECU,"Population ages 80 and above, female",SP.POP.80UP.FE,160242,167428
Ecuador,ECU,"Population ages 80 and above, male",SP.POP.80UP.MA,100816,105842
Ecuador,ECU,"Population, total",SP.POP.TOTL,17823897,17980083
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.577,77.392
Ecuador,ECU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.363,5.128
Ecuador,ECU,"Population ages 15-64, female",SP.POP.1564.FE.IN,5937544,6012446
Ecuador,ECU,"Population ages 15-64, male",SP.POP.1564.MA.IN,5939028,6016666
Ecuador,ECU,"Population ages 0-14, female",SP.POP.0014.FE.IN,2226535,2200835
Ecuador,ECU,"Population ages 0-14, male",SP.POP.0014.MA.IN,2321543,2295029
Ecuador,ECU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,770993,801850
Ecuador,ECU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,628254,653257
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, female",SP.POP.80UP.FE,330263,338332
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, male",SP.POP.80UP.MA,175305,180056
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,112618250,114535772
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.01,71.633
"Egypt, Arab Rep.",EGY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.675,5.461
"Egypt, Arab Rep.",EGY,"Population ages 15-64, female",SP.POP.1564.FE.IN,34587835,35327629
"Egypt, Arab Rep.",EGY,"Population ages 15-64, male",SP.POP.1564.MA.IN,35596147,36366261
"Egypt, Arab Rep.",EGY,"Population ages 0-14, female",SP.POP.0014.FE.IN,18056542,18130945
"Egypt, Arab Rep.",EGY,"Population ages 0-14, male",SP.POP.0014.MA.IN,18940063,19018870
"Egypt, Arab Rep.",EGY,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,3106673,3246612
"Egypt, Arab Rep.",EGY,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2330991,2445456
El Salvador,SLV,"Population ages 80 and above, female",SP.POP.80UP.FE,60782,62742
El Salvador,SLV,"Population ages 80 and above, male",SP.POP.80UP.MA,33702,34382
El Salvador,SLV,"Population, total",SP.POP.TOTL,6280319,6309624
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.969,72.099
El Salvador,SLV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.459,7.519
El Salvador,SLV,"Population ages 15-64, female",SP.POP.1564.FE.IN,2216511,2232299
El Salvador,SLV,"Population ages 15-64, male",SP.POP.1564.MA.IN,1961240,1981855
El Salvador,SLV,"Population ages 0-14, female",SP.POP.0014.FE.IN,781353,773135
El Salvador,SLV,"Population ages 0-14, male",SP.POP.0014.MA.IN,827480,817546
El Salvador,SLV,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,299056,307006
El Salvador,SLV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,194680,197784
Equatorial Guinea,GNQ,"Population ages 80 and above, female",SP.POP.80UP.FE,4485,4608
Equatorial Guinea,GNQ,"Population ages 80 and above, male",SP.POP.80UP.MA,3208,3291
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,1803545,1847549
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.355,63.707
Equatorial Guinea,GNQ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.015,7.878
Equatorial Guinea,GNQ,"Population ages 15-64, female",SP.POP.1564.FE.IN,479607,493792
Equatorial Guinea,GNQ,"Population ages 15-64, male",SP.POP.1564.MA.IN,580054,594271
Equatorial Guinea,GNQ,"Population ages 0-14, female",SP.POP.0014.FE.IN,337012,343408
Equatorial Guinea,GNQ,"Population ages 0-14, male",SP.POP.0014.MA.IN,342530,349134
Equatorial Guinea,GNQ,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,34241,35472
Equatorial Guinea,GNQ,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,30100,31472
Eritrea,ERI,"Population ages 80 and above, female",SP.POP.80UP.FE,12511,13161
Eritrea,ERI,"Population ages 80 and above, male",SP.POP.80UP.MA,8283,8747
Eritrea,ERI,"Population, total",SP.POP.TOTL,3409447,3470390
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.789,68.624
Eritrea,ERI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.319,6.047
Eritrea,ERI,"Population ages 15-64, female",SP.POP.1564.FE.IN,985190,1010406
Eritrea,ERI,"Population ages 15-64, male",SP.POP.1564.MA.IN,947384,973672
Eritrea,ERI,"Population ages 0-14, female",SP.POP.0014.FE.IN,661829,664555
Eritrea,ERI,"Population ages 0-14, male",SP.POP.0014.MA.IN,674710,677703
Eritrea,ERI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,80623,82905
Eritrea,ERI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,59711,61149
Estonia,EST,"Population ages 80 and above, female",SP.POP.80UP.FE,61162,61873
Estonia,EST,"Population ages 80 and above, male",SP.POP.80UP.MA,21654,22024
Estonia,EST,"Population, total",SP.POP.TOTL,1348840,1370286
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.84390244,78.4902439
Estonia,EST,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.8,11.7
Estonia,EST,"Population ages 15-64, female",SP.POP.1564.FE.IN,421637,427652
Estonia,EST,"Population ages 15-64, male",SP.POP.1564.MA.IN,429977,437240
Estonia,EST,"Population ages 0-14, female",SP.POP.0014.FE.IN,106543,106447
Estonia,EST,"Population ages 0-14, male",SP.POP.0014.MA.IN,112417,112364
Estonia,EST,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,180524,185335
Estonia,EST,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,97742,101247
Eswatini,SWZ,"Population ages 80 and above, female",SP.POP.80UP.FE,4066,4323
Eswatini,SWZ,"Population ages 80 and above, male",SP.POP.80UP.MA,2426,2528
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1218917,1230506
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.028,64.123
Eswatini,SWZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.1,7.7
Eswatini,SWZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,385078,389692
Eswatini,SWZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,371070,375487
Eswatini,SWZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,206164,206164
Eswatini,SWZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,207665,208135
Eswatini,SWZ,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,29341,30633
Eswatini,SWZ,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,19600,20395
Ethiopia,ETH,"Population ages 80 and above, female",SP.POP.80UP.FE,298303,316585
Ethiopia,ETH,"Population ages 80 and above, male",SP.POP.80UP.MA,202783,213586
Ethiopia,ETH,"Population, total",SP.POP.TOTL,125384287,128691692
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.897,67.315
Ethiopia,ETH,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.093,5.96
Ethiopia,ETH,"Population ages 15-64, female",SP.POP.1564.FE.IN,35958523,37098451
Ethiopia,ETH,"Population ages 15-64, male",SP.POP.1564.MA.IN,35723399,36851724
Ethiopia,ETH,"Population ages 0-14, female",SP.POP.0014.FE.IN,24417547,24845761
Ethiopia,ETH,"Population ages 0-14, male",SP.POP.0014.MA.IN,25367292,25814544
Ethiopia,ETH,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2166984,2261318
Ethiopia,ETH,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1750543,1819895
Euro area,EMU,"Population ages 80 and above, female",SP.POP.80UP.FE,14248134,14383520
Euro area,EMU,"Population ages 80 and above, male",SP.POP.80UP.MA,8600427,8750142
Euro area,EMU,"Population, total",SP.POP.TOTL,348200155,349762722
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.62320256,82.19495248
Euro area,EMU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.20075223,10.54297684
Euro area,EMU,"Population ages 15-64, female",SP.POP.1564.FE.IN,110565304,110724691
Euro area,EMU,"Population ages 15-64, male",SP.POP.1564.MA.IN,111456948,111725234
Euro area,EMU,"Population ages 0-14, female",SP.POP.0014.FE.IN,24669065,24471676
Euro area,EMU,"Population ages 0-14, male",SP.POP.0014.MA.IN,26000851,25789333
Euro area,EMU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,42545407,43349814
Euro area,EMU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,32962577,33701977
Europe & Central Asia,ECS,"Population ages 80 and above, female",SP.POP.80UP.FE,27731907,27725500
Europe & Central Asia,ECS,"Population ages 80 and above, male",SP.POP.80UP.MA,14867460,15000373
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,924234471,924773523
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.83447872,78.38548161
Europe & Central Asia,ECS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.64516805,10.08775383
Europe & Central Asia,ECS,"Population ages 15-64, female",SP.POP.1564.FE.IN,301176283,300268444
Europe & Central Asia,ECS,"Population ages 15-64, male",SP.POP.1564.MA.IN,298112315,297614145
Europe & Central Asia,ECS,"Population ages 0-14, female",SP.POP.0014.FE.IN,79975809,79266390
Europe & Central Asia,ECS,"Population ages 0-14, male",SP.POP.0014.MA.IN,84226318,83503373
Europe & Central Asia,ECS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,94340330,96146127
Europe & Central Asia,ECS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,66403414,67975044
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, female",SP.POP.80UP.FE,3924475,3822060
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, male",SP.POP.80UP.MA,1684817,1627121
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,250514347,248721385
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.57316842,74.7923061
Europe & Central Asia (excluding high income),ECA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.217524095,7.977590907
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, female",SP.POP.1564.FE.IN,83304644,82447818
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, male",SP.POP.1564.MA.IN,82089015,81356900
Europe & Central Asia (excluding high income),ECA,"Population ages 0-14, female",SP.POP.0014.FE.IN,28393270,28114384
Europe & Central Asia (excluding high income),ECA,"Population ages 0-14, male",SP.POP.0014.MA.IN,29862399,29590521
Europe & Central Asia (excluding high income),ECA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,16388397,16545041
Europe & Central Asia (excluding high income),ECA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,10476620,10666724
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, female",SP.POP.80UP.FE,10044712,9783698
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, male",SP.POP.80UP.MA,3979098,3861763
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,460942269,458602212
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.18836548,74.7265372
Europe & Central Asia (IDA & IBRD countries),TEC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.45012495,9.869869793
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 15-64, female",SP.POP.1564.FE.IN,154096231,152656120
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 15-64, male",SP.POP.1564.MA.IN,149849081,148679149
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 0-14, female",SP.POP.0014.FE.IN,45771595,45265504
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 0-14, male",SP.POP.0014.MA.IN,48183233,47678272
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,39579514,40288454
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,23462614,24034715
European Union,EUU,"Population ages 80 and above, female",SP.POP.80UP.FE,17229093,17393353
European Union,EUU,"Population ages 80 and above, male",SP.POP.80UP.MA,10117183,10301803
European Union,EUU,"Population, total",SP.POP.TOTL,447202673,448897545
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.71350563,81.41280637
European Union,EUU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.51976676,10.76568171
European Union,EUU,"Population ages 15-64, female",SP.POP.1564.FE.IN,142171822,142292005
European Union,EUU,"Population ages 15-64, male",SP.POP.1564.MA.IN,143709558,143970247
European Union,EUU,"Population ages 0-14, female",SP.POP.0014.FE.IN,32224987,31949823
European Union,EUU,"Population ages 0-14, male",SP.POP.0014.MA.IN,33958383,33666642
European Union,EUU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,54099455,55085978
European Union,EUU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,41038465,41932852
Faroe Islands,FRO,"Population ages 80 and above, female",SP.POP.80UP.FE,1382,1383
Faroe Islands,FRO,"Population ages 80 and above, male",SP.POP.80UP.MA,1031,1054
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,53912,54414
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.94390244,83.14390244
Faroe Islands,FRO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.1,7.6
Faroe Islands,FRO,"Population ages 15-64, female",SP.POP.1564.FE.IN,15700,15975
Faroe Islands,FRO,"Population ages 15-64, male",SP.POP.1564.MA.IN,17603,17826
Faroe Islands,FRO,"Population ages 0-14, female",SP.POP.0014.FE.IN,5385,5347
